,avg,count,sum,query_dur_ms
est,35.21466157800984,204.6443074941635,7206.480032273151,6940.696954727173
real,35.271693121693126,193.0,6666.35,0.9579658508300781
error,0.0016169210671718802,0.06033319945162442,0.08102335345026145,7244.2446490791435
