,avg,count,sum,query_dur_ms
est,35.578162356202284,18.01367551088333,640.8934719581523,29.947996139526367
real,36.29833333333333,18.0,653.37,2.5048255920410156
error,0.019840331800295173,0.0007597506046295166,0.019095654899747006,10.95612031220255
