,avg,count,sum,avg_real,count_real,sum_real
1.0,35.55631549370533,3.978895489126444,141.47486332786082,28.92,3.0,86.76
2.0,34.91876336083514,3.7657534703612328,131.4954543067876,14.287500000000001,4.0,57.150000000000006
4.0,35.31507776212762,4.196563269942999,148.20195821172558,62.617999999999995,5.0,313.09
7.0,35.279919686158536,3.5759268794208765,126.15841310954404,15.415,4.0,61.66
8.0,35.65259010531125,3.8665737956762314,137.85337064918215,23.479999999999997,2.0,46.959999999999994
10.0,35.09387581060698,4.144809674471617,145.45743597450928,78.74,1.0,78.74
13.0,35.853792751662546,4.139924887567759,148.4320089263043,13.11,3.0,39.33
14.0,35.43892482191848,3.9519150741398335,140.05162121504793,24.01,3.0,72.03
16.0,35.86325137948967,4.186308942735195,150.13464996551792,18.461666666666666,6.0,110.77
19.0,35.3841795937554,3.5926459822803736,127.12283065379252,13.273333333333333,6.0,79.64
20.0,36.16150450118876,3.8204265292733908,138.15237113478068,29.055,8.0,232.44
22.0,35.20970678061363,4.097344819456339,144.26630967212398,41.0725,4.0,164.29
25.0,35.874109254414215,3.7571622524410486,134.7848491306312,38.04,4.0,152.16
26.0,35.003829686581156,3.986179828643799,139.5315598219328,42.567499999999995,4.0,170.26999999999998
28.0,35.891548565159326,4.080089740455151,146.44073906975436,68.14333333333333,3.0,204.42999999999998
31.0,34.72248298894323,4.014914855360985,139.40781276732724,58.864285714285714,7.0,412.05
32.0,35.66402628312877,3.886933671310544,138.62370461439744,75.866,5.0,379.33
34.0,34.36257408402162,3.585891332477331,123.22045656950328,27.295,2.0,54.59
37.0,35.74344377154892,3.3338179346174,119.16213389057839,27.941999999999997,5.0,139.70999999999998
38.0,36.179517205813895,3.816674929112196,138.08545626681322,32.11,8.0,256.88
40.0,36.086690583834425,4.020056687295437,145.07054180390486,21.163999999999998,5.0,105.82
43.0,35.17431094250758,3.9659980684518814,139.50124925711094,34.07333333333333,3.0,102.22
44.0,34.962380715498,4.150378052145243,145.10709757234898,49.666666666666664,3.0,149.0
46.0,34.914145711493916,3.8364275824278593,133.9455916244806,,,
49.0,34.44944070691767,3.8077731151133776,131.1756541544935,15.825,2.0,31.65
50.0,36.86831628081505,4.052712582051754,149.41668927032268,23.73,2.0,47.46
52.0,35.778571713048734,3.502210369333625,125.30408485338599,31.215,4.0,124.86
55.0,34.63281256520364,4.156114067882299,143.93791951257373,40.84,1.0,40.84
56.0,35.5236302647274,3.7371679209172726,132.7577714598652,42.39,4.0,169.56
58.0,35.80323349801823,4.049002192914486,144.9673709469052,19.374000000000002,5.0,96.87
61.0,36.14166148622695,3.838350996375084,138.72438237631022,41.46,4.0,165.84
62.0,34.83397075517161,3.9738649502396584,138.42549546164975,22.805,2.0,45.61
64.0,35.5331494930177,3.7197826895862818,132.1755943906088,52.40999999999999,5.0,262.04999999999995
67.0,35.09035659970948,4.558836575597525,159.97120111751556,19.006666666666664,3.0,57.019999999999996
68.0,34.873922787561895,4.386180080473423,152.96330545877217,,,
70.0,36.77366060360393,3.644550684839487,134.02346993691955,47.576,5.0,237.88
73.0,36.05301109346445,4.551504272967577,164.0954340452509,41.92,4.0,167.68
74.0,35.6870666428667,4.088511690497398,145.90698916892023,5.655,4.0,22.62
76.0,35.804424853089145,3.9877165108919144,142.77789614965238,37.075,2.0,74.15
79.0,34.77614654961624,3.5578820388764143,123.72942719021361,45.29750000000001,4.0,181.19000000000003
80.0,35.71189209028438,4.125508945435286,147.32973027688783,49.53333333333333,6.0,297.2
82.0,35.04048844552017,3.853580681607127,135.03134934773428,46.041999999999994,5.0,230.20999999999998
85.0,35.05552543903701,4.183942452073097,146.67030106411536,18.993333333333332,3.0,56.98
86.0,34.673171932539546,3.7956174928694963,131.60609792041873,38.2,3.0,114.60000000000001
88.0,35.47765910009504,3.53434681892395,125.39035158328923,6.34,2.0,12.68
91.0,35.11736158880987,3.85354645550251,135.32638427715827,63.114999999999995,2.0,126.22999999999999
92.0,34.37412529378663,3.9543993771076202,135.92901965036916,33.845,2.0,67.69
94.0,35.4676729073649,3.889435203745961,137.94921560085191,36.87,5.0,184.35
97.0,35.79814130774001,3.839349839836359,137.44158809631097,37.0375,4.0,148.15
98.0,36.25735565956449,3.895822446793318,141.25222003990007,40.18,2.0,80.36
100.0,34.222497149881676,4.2671035043895245,146.03093751722062,30.560000000000002,3.0,91.68
