,avg,count,sum,query_dur_ms
est,35.934560207016766,19.14384961128235,687.9258164507,147.1569538116455
real,36.29833333333333,18.0,653.37,0.9992122650146484
error,0.01002175838146562,0.06354720062679714,0.05288858755483116,146.2729658792651
