,avg,count,sum,query_dur_ms
est,34.995565920660155,204.6443074941635,7161.643353199846,12240.010023117065
real,35.271693121693126,193.0,6666.35,0.8881092071533203
error,0.007828578006740033,0.06033319945162442,0.07429753211275225,13781.100134228187
