,avg,count,sum,query_dur_ms
est,35.93394637207966,19.14384812116623,687.9140117412253,137.5277042388916
real,36.29833333333333,18.0,653.37,1.779794692993164
error,0.010038669211267878,0.0635471178425683,0.05287052013594944,76.27166778298728
